state,account_length,area_code,number_vmail_messages,customer_service_calls,churn,international_plan_total,voice_mail_plan_total,total_calls,total_charges,total_minutes
MD,83,408,38,0,0,1.0,1.0,265,44.519999999999996,512.4
TN,3,510,0,1,0,1.0,1.0,287,58.41,594.4000000000001
WV,152,510,41,1,1,1.0,1.0,306,60.01,650.3
WA,48,510,0,3,0,1.0,1.0,366,50.27,517.3
MS,189,415,0,3,0,1.0,1.0,331,63.699999999999996,604.0
OH,95,415,23,0,0,1.0,1.0,313,55.050000000000004,561.2
IN,129,415,0,1,1,1.0,1.0,331,51.900000000000006,519.0
CO,66,408,40,0,0,1.0,1.0,251,60.059999999999995,659.8
TX,80,510,22,0,0,1.0,1.0,300,56.61,532.2
AK,1,408,0,1,0,1.0,1.0,265,54.47,562.6999999999999
WV,84,408,0,1,0,1.0,1.0,278,52.769999999999996,562.9
MA,96,415,0,1,0,1.0,1.0,314,65.66999999999999,675.1999999999999
TN,123,415,34,1,0,1.0,1.0,277,81.34,754.9000000000001
ID,116,510,29,3,1,1.0,1.0,303,63.16,646.0
DE,105,415,0,3,0,1.0,1.0,301,64.53,704.8
VA,80,415,0,1,0,1.0,1.0,346,61.58,579.3
MT,157,408,0,2,0,1.0,1.0,243,67.8,652.4000000000001
ID,67,510,30,2,0,1.0,1.0,309,66.89,650.1
IN,141,415,39,0,0,1.0,1.0,342,59.74,695.5999999999999
MD,79,415,17,1,0,1.0,1.0,262,77.55999999999999,771.8
MS,76,408,0,0,0,1.0,1.0,280,49.74,480.69999999999993
WA,111,510,0,0,0,1.0,1.0,316,48.55,485.09999999999997
OH,94,415,0,0,0,1.0,1.0,348,56.260000000000005,551.0000000000001
RI,143,408,0,4,1,1.0,1.0,286,56.22,542.8
AR,109,510,0,1,0,1.0,1.0,295,66.8,725.2
AZ,138,415,0,2,0,1.0,1.0,333,49.88999999999999,578.9
SC,73,415,0,0,0,1.0,1.0,209,57.95,554.4000000000001
KY,21,415,0,5,1,1.0,1.0,246,45.379999999999995,550.8
AL,148,415,21,1,0,1.0,1.0,344,65.91,561.0
NE,103,408,0,1,0,1.0,1.0,279,54.31999999999999,579.4000000000001
MT,143,408,22,1,0,1.0,1.0,348,48.449999999999996,495.00000000000006
MN,79,408,32,2,0,1.0,1.0,274,33.46,403.0
NV,89,415,0,1,0,1.0,1.0,328,47.83,498.59999999999997
CA,120,415,0,1,0,1.0,1.0,299,72.81,647.5999999999999
UT,121,415,41,1,0,1.0,1.0,298,66.39,613.9
IL,101,415,0,0,0,1.0,1.0,270,55.38999999999999,588.6
DC,115,408,0,2,0,1.0,1.0,309,68.92000000000002,712.0
IN,168,415,0,2,0,1.0,1.0,309,62.220000000000006,665.1
NM,90,415,0,1,0,1.0,1.0,288,50.04,458.0
MS,70,510,0,3,0,1.0,1.0,314,55.96000000000001,594.5
VT,138,415,0,1,0,1.0,1.0,350,68.57000000000001,630.2
VT,43,408,0,0,0,1.0,1.0,322,50.699999999999996,541.4
UT,117,510,20,2,0,1.0,1.0,355,56.06,509.8999999999999
KY,108,408,0,2,0,1.0,1.0,320,35.34,398.29999999999995
VA,118,408,0,2,0,1.0,1.0,336,66.92,703.7
OH,169,408,0,3,0,1.0,1.0,347,47.11,458.40000000000003
AZ,62,408,42,0,0,1.0,1.0,262,52.16,563.1
NY,86,510,0,2,0,1.0,1.0,345,37.82,456.29999999999995
VA,44,408,0,0,0,1.0,1.0,300,62.519999999999996,585.1
MD,111,510,0,5,1,1.0,1.0,262,50.67,533.9
MA,127,510,19,2,0,1.0,1.0,282,50.94,567.7
IL,151,415,0,0,0,1.0,1.0,306,67.63,702.4999999999999
LA,53,415,0,2,0,1.0,1.0,298,56.050000000000004,595.4
MO,15,415,0,2,0,1.0,1.0,268,48.33,520.9
DC,123,408,28,1,0,1.0,1.0,319,54.330000000000005,599.3
PA,137,415,0,1,0,1.0,1.0,327,60.74,560.3000000000001
TN,106,415,0,2,0,1.0,1.0,351,50.85,553.9
NJ,88,510,0,3,0,1.0,1.0,290,49.59,523.2
VA,106,415,0,1,0,1.0,1.0,303,72.55,703.8999999999999
TN,95,510,0,0,0,1.0,1.0,271,64.96,662.0
NJ,57,510,0,0,1,1.0,1.0,237,42.71,488.7
WA,184,408,0,2,0,1.0,1.0,289,54.81,572.4
AR,109,510,0,3,0,1.0,1.0,262,63.410000000000004,726.3
WI,127,415,0,2,0,1.0,1.0,359,61.589999999999996,582.3000000000001
WA,82,510,0,2,0,1.0,1.0,323,71.02,629.3
RI,180,415,0,1,0,1.0,1.0,338,50.72,518.1
ME,174,415,0,2,0,1.0,1.0,274,65.7,670.8000000000001
CO,92,415,0,2,1,1.0,1.0,259,67.77,698.5
CO,81,408,0,1,0,1.0,1.0,316,50.42,510.5
RI,125,408,0,2,1,1.0,1.0,281,43.12,447.99999999999994
CT,119,408,0,0,1,1.0,1.0,218,80.98,730.7
NC,122,415,0,3,0,1.0,1.0,220,61.959999999999994,596.8
WY,34,408,0,1,0,1.0,1.0,283,52.510000000000005,553.6
OR,138,415,28,3,1,1.0,1.0,335,73.36,712.4000000000001
FL,90,415,24,1,0,1.0,1.0,297,39.43,452.6
KY,73,408,0,2,0,1.0,1.0,292,49.36,537.4000000000001
SC,19,510,0,1,1,1.0,1.0,358,77.48,713.8999999999999
WA,120,408,28,1,0,1.0,1.0,280,71.42999999999999,700.0
MT,160,415,0,3,0,1.0,1.0,248,54.42,634.1000000000001
PA,141,510,0,0,0,1.0,1.0,363,52.31,563.4000000000001
MA,90,408,0,2,0,1.0,1.0,256,59.470000000000006,614.1
VT,72,415,0,2,0,1.0,1.0,310,57.06000000000001,617.0
MN,117,408,21,1,0,1.0,1.0,314,57.71,563.4
IL,79,408,0,2,0,1.0,1.0,373,57.81000000000001,671.1
AR,87,408,0,1,0,1.0,1.0,302,58.72,584.7
MD,102,415,0,1,0,1.0,1.0,270,61.61999999999999,640.1
MT,49,408,0,1,0,1.0,1.0,353,68.01,613.1999999999999
VT,67,408,0,6,0,1.0,1.0,328,74.03,686.5
CO,107,415,0,2,0,1.0,1.0,284,52.550000000000004,523.8000000000001
NC,190,408,0,2,0,1.0,1.0,323,62.019999999999996,636.8
WA,118,510,0,2,0,1.0,1.0,286,44.08,478.20000000000005
TN,120,415,0,0,0,1.0,1.0,366,67.64999999999999,694.0999999999999
AR,94,408,0,0,0,1.0,1.0,308,45.980000000000004,448.79999999999995
DC,115,510,29,1,0,1.0,1.0,279,66.18,625.5999999999999
MN,61,415,0,1,0,1.0,1.0,295,67.92,681.3
IA,143,510,33,1,0,1.0,1.0,361,51.41,545.5
KS,110,510,0,1,0,1.0,1.0,303,53.629999999999995,489.6
ND,104,415,0,1,0,1.0,1.0,303,50.04,564.1
MT,16,510,0,1,0,1.0,1.0,257,55.120000000000005,541.8
IL,183,510,0,0,0,1.0,1.0,314,45.62,482.0
DC,147,408,0,2,0,1.0,1.0,302,58.24,587.1999999999999
KY,58,415,0,2,1,1.0,1.0,315,75.08,665.5999999999999
MS,102,510,0,3,0,1.0,1.0,245,68.67999999999999,627.3
TN,123,415,0,3,0,1.0,1.0,293,61.660000000000004,645.4
IA,64,415,43,1,0,1.0,1.0,305,41.78999999999999,429.1
AK,103,510,0,2,0,1.0,1.0,214,64.17000000000002,655.4
MN,152,415,0,1,1,1.0,1.0,230,75.39,604.5
WV,124,415,0,1,1,1.0,1.0,319,79.39,673.4
OR,97,415,0,1,0,1.0,1.0,384,52.5,514.1
MS,131,415,0,1,1,1.0,1.0,336,53.099999999999994,577.5999999999999
ME,57,415,33,2,0,1.0,1.0,285,65.75,662.3000000000001
MN,157,510,0,2,0,1.0,1.0,267,60.699999999999996,602.7
GA,194,510,0,0,0,1.0,1.0,382,60.55,599.3
DC,66,415,0,1,0,1.0,1.0,314,54.050000000000004,580.8
GA,155,510,0,0,0,1.0,1.0,316,48.54,567.5
NY,123,415,0,4,1,1.0,1.0,321,48.23,496.4
OK,116,510,0,2,0,1.0,1.0,304,61.129999999999995,626.0
OK,63,415,0,1,0,1.0,1.0,338,56.51,620.0
GA,64,510,0,3,0,1.0,1.0,314,65.98,619.1
NJ,96,510,0,3,0,1.0,1.0,328,56.28,590.6999999999999
MN,53,415,0,1,0,1.0,1.0,288,57.24999999999999,576.1999999999999
ME,105,510,0,3,0,1.0,1.0,362,66.41,641.1
MI,53,510,37,2,0,1.0,1.0,319,58.88,610.7
MT,101,415,0,1,0,1.0,1.0,287,56.8,570.9
NE,129,510,30,3,0,1.0,1.0,312,61.46,638.5999999999999
ND,122,408,0,1,1,1.0,1.0,382,75.25,748.0999999999999
VA,163,415,0,5,0,1.0,1.0,265,62.300000000000004,598.0999999999999
VT,93,408,0,0,0,1.0,1.0,321,54.49999999999999,545.8
OH,115,510,0,1,1,1.0,1.0,302,88.97,778.0
AL,25,408,0,1,1,1.0,1.0,230,78.67,720.5999999999999
DC,73,408,0,1,0,1.0,1.0,339,44.160000000000004,490.3
ND,120,415,0,2,0,1.0,1.0,279,67.3,693.0999999999999
TN,196,415,0,1,0,1.0,1.0,304,52.93,571.5
DE,97,510,0,0,1,1.0,1.0,324,74.92999999999999,747.2
NY,148,408,0,1,0,1.0,1.0,328,67.25,704.7
AL,85,408,30,1,0,1.0,1.0,317,60.69,590.5
OK,86,510,0,2,1,1.0,1.0,353,50.69,469.69999999999993
MS,78,415,13,2,0,1.0,1.0,328,75.67,709.9999999999999
MD,106,415,0,3,0,1.0,1.0,250,58.68999999999999,495.6
NE,147,415,38,2,0,1.0,1.0,334,81.19000000000001,814.2
AR,145,415,0,1,1,1.0,1.0,334,77.46,738.0999999999999
IL,91,415,0,3,0,1.0,1.0,299,59.23,528.2
IN,81,408,46,4,0,1.0,1.0,327,63.46,668.4000000000001
UT,116,415,24,1,0,1.0,1.0,272,70.9,740.0
LA,69,415,37,1,0,1.0,1.0,324,46.510000000000005,446.99999999999994
ID,135,510,0,0,0,1.0,1.0,282,53.9,528.7
KY,73,510,0,2,0,1.0,1.0,291,70.2,692.1999999999999
MI,48,415,0,1,0,1.0,1.0,351,60.51,517.0
NH,125,415,0,0,1,1.0,1.0,306,81.84,688.4
WV,100,415,0,1,0,1.0,1.0,296,57.269999999999996,547.3000000000001
OR,165,415,33,0,0,1.0,1.0,369,53.459999999999994,608.5
SD,64,415,0,2,0,1.0,1.0,292,55.940000000000005,544.4000000000001
MD,116,510,27,1,0,1.0,1.0,323,62.86999999999999,687.8000000000001
ND,147,408,35,3,1,1.0,1.0,254,56.120000000000005,585.2
TN,115,415,0,1,0,1.0,1.0,341,66.38,690.7
MO,84,415,35,4,0,1.0,1.0,377,61.800000000000004,580.5
IL,86,510,16,4,0,1.0,1.0,335,56.77000000000001,618.0
UT,134,415,0,2,0,1.0,1.0,312,66.66,592.8
MI,105,415,0,0,1,1.0,1.0,292,66.37,624.6
AR,88,408,0,2,0,1.0,1.0,337,55.35,593.1
TX,90,408,27,2,0,1.0,1.0,286,55.68,529.0
AK,86,408,0,1,0,1.0,1.0,278,65.28999999999999,706.4
TN,37,415,0,4,0,1.0,1.0,337,62.10000000000001,550.3
NH,141,415,32,1,1,1.0,1.0,313,90.12,821.8
NM,148,408,0,2,0,1.0,1.0,337,61.19,651.0
MN,163,408,22,2,0,1.0,1.0,304,58.31,512.6
IA,89,415,35,1,0,1.0,1.0,285,55.28999999999999,510.3
RI,63,415,0,0,0,1.0,1.0,300,63.56,653.6
AL,102,415,0,2,0,1.0,1.0,290,50.809999999999995,562.3000000000001
NC,76,510,0,1,0,1.0,1.0,292,60.44,603.9
SD,104,408,0,2,0,1.0,1.0,250,56.39,561.5
MT,109,510,0,3,0,1.0,1.0,280,61.74,656.8
HI,105,510,0,2,0,1.0,1.0,324,57.49999999999999,639.9
MT,63,415,33,1,0,1.0,1.0,259,73.05,773.0
KY,105,415,24,3,0,1.0,1.0,329,79.55000000000001,778.5999999999999
DC,68,415,39,1,0,1.0,1.0,306,61.31999999999999,696.9
CO,63,408,21,1,0,1.0,1.0,306,50.49,519.7
MI,74,415,0,3,0,1.0,1.0,327,42.6,428.70000000000005
AL,76,415,0,0,0,1.0,1.0,266,61.23,602.6999999999999
KS,91,408,0,2,1,1.0,1.0,316,67.72,598.1
NC,101,415,0,5,0,1.0,1.0,365,65.41000000000001,583.9000000000001
SC,116,408,0,0,1,1.0,1.0,313,84.82000000000001,790.5999999999999
CO,131,415,23,1,0,1.0,1.0,339,65.84,714.7
MN,84,415,0,1,0,1.0,1.0,328,65.98,641.2
WY,104,415,0,2,0,1.0,1.0,260,50.6,523.3000000000001
FL,108,510,0,3,0,1.0,1.0,280,70.0,712.2
NY,111,415,0,0,0,1.0,1.0,340,58.949999999999996,615.8
OK,155,408,30,1,0,1.0,1.0,314,45.67,555.0
ME,66,510,0,1,0,1.0,1.0,283,65.65,672.8999999999999
NE,64,510,0,1,0,1.0,1.0,262,61.419999999999995,557.6
OH,69,415,0,2,0,1.0,1.0,321,70.62,664.3
CT,116,415,0,3,0,1.0,1.0,254,71.75,653.6
DC,101,415,0,0,0,1.0,1.0,315,68.00000000000001,564.5
OK,15,415,0,2,0,1.0,1.0,254,53.88,588.3000000000001
NJ,88,415,0,4,1,1.0,1.0,328,82.76,705.5
IA,197,415,0,0,0,1.0,1.0,319,69.16999999999999,645.2
VA,50,415,0,2,1,1.0,1.0,278,54.120000000000005,583.2
VA,172,510,0,2,0,1.0,1.0,296,65.63000000000001,760.6
NM,188,415,26,1,1,1.0,1.0,303,60.779999999999994,578.3
FL,85,408,0,3,0,1.0,1.0,325,51.18999999999999,560.1999999999999
RI,103,510,0,1,1,1.0,1.0,352,72.65,717.8000000000001
NJ,136,408,27,3,0,1.0,1.0,345,59.96000000000001,564.4
NE,155,408,21,0,0,1.0,1.0,290,57.769999999999996,506.6
WV,145,415,0,2,0,1.0,1.0,306,47.269999999999996,520.6
WY,116,510,12,2,0,1.0,1.0,312,60.9,560.0
SC,152,408,0,2,0,1.0,1.0,282,52.56,563.8
MS,65,415,0,0,1,1.0,1.0,316,74.52000000000001,699.8
ND,180,415,0,3,1,1.0,1.0,284,71.01,697.7
IL,67,415,0,0,0,1.0,1.0,388,48.970000000000006,527.6999999999999
OR,60,415,0,0,0,1.0,1.0,345,60.489999999999995,628.6000000000001
UT,138,510,0,0,0,1.0,1.0,261,69.52,684.1
IA,44,415,0,4,1,1.0,1.0,302,76.19,665.4
ME,25,510,0,2,0,1.0,1.0,274,72.79,685.6999999999999
WY,145,408,0,1,0,1.0,1.0,297,62.95,621.8
WI,122,510,28,2,0,1.0,1.0,237,57.82999999999999,577.7
SC,121,415,0,0,1,1.0,1.0,298,54.66,567.5
DC,55,510,0,0,0,1.0,1.0,272,36.35999999999999,338.9
CT,77,415,0,1,0,1.0,1.0,285,64.84,611.2
OR,12,415,0,2,0,1.0,1.0,290,63.68,609.0
OR,64,510,0,3,0,1.0,1.0,288,59.76,516.2
NV,92,415,44,2,0,1.0,1.0,290,59.220000000000006,599.3
MN,125,415,29,1,1,1.0,1.0,316,75.07000000000001,713.2
OK,160,408,0,1,0,1.0,1.0,369,65.16,653.8
KS,79,415,0,0,0,1.0,1.0,317,58.63,584.1000000000001
RI,36,415,0,3,0,1.0,1.0,318,70.28,698.5999999999999
DC,102,415,0,2,0,1.0,1.0,350,60.43,621.1
IL,138,408,0,1,0,1.0,1.0,296,72.28999999999999,647.9
UT,164,510,0,3,0,1.0,1.0,292,61.83,581.8
MN,125,415,0,0,1,1.0,1.0,244,74.97,707.3
WI,72,408,0,2,0,1.0,1.0,311,53.53,507.70000000000005
MI,74,415,0,3,1,1.0,1.0,311,87.27999999999999,807.8
MI,134,415,41,0,0,1.0,1.0,276,65.55,658.6999999999999
MA,145,415,0,1,0,1.0,1.0,281,66.75999999999999,689.1
AL,136,510,0,0,0,1.0,1.0,314,45.45,463.5
SC,209,510,0,3,1,1.0,1.0,308,75.08,712.2
WI,66,415,0,3,0,1.0,1.0,282,64.35999999999999,655.0
VT,152,510,20,1,0,1.0,1.0,340,54.5,489.79999999999995
CT,162,408,0,1,0,1.0,1.0,367,33.0,408.20000000000005
OR,72,510,0,2,0,1.0,1.0,329,48.75000000000001,514.9000000000001
HI,101,415,0,4,0,1.0,1.0,295,72.82000000000001,655.1000000000001
WV,125,415,0,0,0,1.0,1.0,318,61.54,553.2
RI,46,408,0,2,0,1.0,1.0,279,30.48,366.9
MI,132,408,0,1,1,1.0,1.0,326,80.44,725.9999999999999
ME,193,415,31,0,0,1.0,1.0,274,32.86,363.09999999999997
WV,63,510,0,0,1,1.0,1.0,302,78.4,723.6
NE,124,510,0,1,0,1.0,1.0,361,65.65,645.1
DC,144,415,0,0,0,1.0,1.0,298,57.8,629.0
NH,116,408,24,2,0,1.0,1.0,320,57.66,560.3
MD,189,415,30,1,0,1.0,1.0,280,54.81,536.1999999999999
NH,97,408,28,1,0,1.0,1.0,277,79.62,787.4
WV,137,510,50,2,0,1.0,1.0,304,59.81000000000001,592.2
IL,142,415,38,0,0,1.0,1.0,351,51.69,552.6999999999999
OK,84,510,0,1,0,1.0,1.0,336,63.47999999999999,613.8
NH,119,415,19,1,0,1.0,1.0,339,61.25000000000001,627.2
MI,158,415,0,1,0,1.0,1.0,283,57.25,597.5
ND,50,415,0,1,0,1.0,1.0,338,71.13000000000001,599.1
LA,98,408,0,2,0,1.0,1.0,288,46.309999999999995,461.3
HI,101,415,24,2,0,1.0,1.0,280,44.56999999999999,464.90000000000003
NJ,182,415,0,2,1,1.0,1.0,347,75.15,686.6
WV,51,408,0,0,0,1.0,1.0,270,52.75,517.8
NC,117,510,0,2,0,1.0,1.0,346,57.540000000000006,510.99999999999994
PA,92,415,0,0,0,1.0,1.0,340,66.93,591.4000000000001
MI,86,408,0,2,0,1.0,1.0,320,58.580000000000005,605.9000000000001
WY,122,415,0,2,0,1.0,1.0,322,51.2,563.8000000000001
NJ,156,408,27,1,0,1.0,1.0,372,64.66999999999999,651.2
NJ,127,510,0,0,1,1.0,1.0,317,74.83,719.4
NC,130,408,0,5,1,1.0,1.0,317,77.92,723.5
NM,158,408,0,2,0,1.0,1.0,287,61.709999999999994,664.3
MS,145,510,30,1,0,1.0,1.0,311,56.339999999999996,573.3000000000001
TX,90,415,26,0,1,1.0,1.0,287,57.97,584.4
OK,127,510,27,3,0,1.0,1.0,376,35.43,508.5
ID,109,415,0,1,0,1.0,1.0,366,62.89,648.6999999999999
AL,88,415,0,1,0,1.0,1.0,280,52.27,483.9
WY,101,510,9,0,0,1.0,1.0,311,54.25,520.0
HI,171,510,0,0,0,1.0,1.0,292,61.38,630.9
VA,21,415,0,1,0,1.0,1.0,369,69.35,666.8
WV,145,408,31,2,0,1.0,1.0,327,69.3,686.5
DE,90,415,0,2,0,1.0,1.0,311,69.52,716.4000000000001
CA,33,408,0,1,0,1.0,1.0,326,50.260000000000005,464.4
PA,61,408,40,2,1,1.0,1.0,295,43.78,469.90000000000003
CO,107,415,0,3,0,1.0,1.0,321,59.17000000000001,535.3
MD,147,408,0,0,1,1.0,1.0,258,80.71000000000001,795.6000000000001
AL,117,510,0,2,0,1.0,1.0,252,52.480000000000004,525.4000000000001
AL,95,415,0,1,0,1.0,1.0,337,67.82000000000001,617.9000000000001
KS,186,510,0,1,0,1.0,1.0,306,48.32,480.59999999999997
MI,128,415,0,0,0,1.0,1.0,278,64.2,648.6999999999999
AK,55,408,39,3,0,1.0,1.0,323,52.120000000000005,572.2
OH,134,415,0,2,0,1.0,1.0,268,27.77,378.6
IN,96,415,23,1,0,1.0,1.0,292,62.46999999999999,692.0
SC,107,415,0,0,0,1.0,1.0,268,67.08,629.3
KS,123,415,0,2,0,1.0,1.0,295,42.49,356.3
OK,35,415,0,2,0,1.0,1.0,250,68.94999999999999,753.6999999999999
WI,74,408,0,0,0,1.0,1.0,376,64.51,667.0
IN,130,408,0,1,0,1.0,1.0,366,43.69,437.8
IL,137,408,0,0,1,1.0,1.0,272,71.03999999999999,691.6
TN,88,415,0,1,0,1.0,1.0,338,59.510000000000005,599.3
DC,80,408,0,3,0,1.0,1.0,272,32.89,394.4
NC,116,408,19,3,0,1.0,1.0,340,53.11,542.0
RI,123,510,23,2,0,1.0,1.0,304,78.99,764.6
MS,120,415,0,1,0,1.0,1.0,327,48.19,506.59999999999997
VA,146,415,0,1,0,1.0,1.0,309,58.08,650.7
KY,106,510,9,3,0,1.0,1.0,299,48.47,501.40000000000003
NV,121,408,44,1,0,1.0,1.0,305,46.83,524.9000000000001
WI,137,510,0,1,0,1.0,1.0,254,51.6,550.8000000000001
NH,84,408,30,2,0,1.0,1.0,237,47.32,526.5
NE,67,510,31,1,0,1.0,1.0,246,60.160000000000004,607.4000000000001
WI,161,408,0,4,1,1.0,1.0,301,50.78,511.29999999999995
NJ,134,510,34,2,1,1.0,1.0,319,71.22000000000001,665.1
ME,62,415,32,0,1,1.0,1.0,365,69.46000000000001,660.5
WY,120,415,24,1,0,1.0,1.0,293,68.57000000000001,637.8
IN,130,408,30,0,0,1.0,1.0,368,61.76,599.6999999999999
WI,20,408,0,2,0,1.0,1.0,251,68.91,725.6
VT,68,415,0,1,0,1.0,1.0,328,56.69,579.0
CA,112,415,0,0,0,1.0,1.0,356,63.87999999999999,608.1
IN,77,408,0,3,0,1.0,1.0,278,65.37,691.5
SC,109,415,0,2,0,1.0,1.0,246,66.57000000000001,665.5
IN,108,415,0,3,0,1.0,1.0,303,62.51,620.8
IA,79,415,17,1,0,1.0,1.0,323,61.25,632.6
MD,119,408,0,3,1,1.0,1.0,262,74.67999999999999,724.4
MN,38,510,0,5,1,1.0,1.0,318,56.56,534.6
AR,109,415,29,6,1,1.0,1.0,322,53.839999999999996,608.4
MS,78,415,0,1,0,1.0,1.0,285,45.150000000000006,514.6
MN,134,415,0,0,0,1.0,1.0,345,73.42999999999999,698.2
WA,47,415,27,2,0,1.0,1.0,306,53.75,584.4000000000001
MS,59,408,27,0,0,1.0,1.0,285,40.29,404.0
ID,151,415,0,0,0,1.0,1.0,294,69.6,717.6
NC,129,415,0,1,0,1.0,1.0,375,42.02,498.5
VA,107,510,27,2,0,1.0,1.0,326,81.98,763.1999999999999
MT,137,408,0,0,1,1.0,1.0,332,75.54,688.6
MI,76,510,0,1,0,1.0,1.0,295,44.65999999999999,506.40000000000003
HI,24,415,0,0,0,1.0,1.0,399,62.60999999999999,553.1
NC,169,408,0,2,0,1.0,1.0,263,52.50000000000001,515.0999999999999
MN,30,408,0,1,0,1.0,1.0,273,38.29,490.7
WV,70,415,0,3,0,1.0,1.0,308,59.96,572.1
SD,52,510,0,0,1,1.0,1.0,253,71.06,651.0
HI,3,408,0,4,0,1.0,1.0,297,59.47,682.0
MS,38,415,0,2,0,1.0,1.0,319,50.72,543.8
NY,104,415,0,3,0,1.0,1.0,282,66.98,584.5
LA,27,408,0,1,0,1.0,1.0,330,43.93,519.9
KS,166,415,28,1,0,1.0,1.0,279,60.31,569.3
MA,13,408,0,2,0,1.0,1.0,299,70.76,704.5000000000001
AK,52,408,0,2,0,1.0,1.0,300,59.07,515.4
SD,114,415,25,1,0,1.0,1.0,302,57.68,607.7
CO,156,408,0,1,0,1.0,1.0,307,49.260000000000005,522.8
NH,90,415,42,0,0,1.0,1.0,252,67.89,682.1
WV,62,415,0,2,0,1.0,1.0,328,52.09,484.7
AZ,82,415,33,2,0,1.0,1.0,299,58.480000000000004,652.4000000000001
ME,52,510,0,3,0,1.0,1.0,274,49.05,542.5999999999999
NH,146,510,0,1,0,1.0,1.0,255,50.53,558.3000000000001
RI,120,415,23,2,0,1.0,1.0,320,72.58,734.3000000000001
ID,130,415,0,1,1,1.0,1.0,321,74.41,663.8
WI,90,408,0,1,0,1.0,1.0,274,36.459999999999994,410.19999999999993
NM,147,408,0,1,0,1.0,1.0,314,52.98,469.6
WY,159,415,0,0,1,1.0,1.0,256,49.76,461.6000000000001
IL,74,510,27,4,0,1.0,1.0,360,58.81,639.3
TX,130,408,0,0,0,1.0,1.0,275,68.26,637.1
RI,155,408,0,0,0,1.0,1.0,316,59.88,562.4
MI,87,415,0,2,0,1.0,1.0,269,60.099999999999994,535.4
OR,81,415,0,0,1,1.0,1.0,213,87.27000000000001,761.8000000000001
VA,99,510,0,2,0,1.0,1.0,347,50.44,501.6
SD,131,510,0,2,0,1.0,1.0,347,60.85,601.2
AL,89,510,0,5,1,1.0,1.0,243,52.61,568.4999999999999
MS,123,415,0,4,1,1.0,1.0,337,45.34,512.6
MS,130,510,26,1,0,1.0,1.0,352,75.37,698.1
HI,99,415,0,1,0,1.0,1.0,261,44.08,450.9
WV,36,408,0,1,0,1.0,1.0,362,61.85,645.6
WV,87,415,0,3,0,1.0,1.0,310,49.43,561.5
WV,139,415,0,2,0,1.0,1.0,378,68.69,575.5000000000001
IN,189,510,0,1,0,1.0,1.0,273,58.60000000000001,505.50000000000006
NM,96,415,33,3,0,1.0,1.0,301,59.07000000000001,572.5
DE,112,408,0,2,0,1.0,1.0,303,46.269999999999996,505.3
NC,75,408,0,1,0,1.0,1.0,288,67.88000000000001,668.7
NM,178,415,35,2,0,1.0,1.0,250,55.05,514.5999999999999
SC,112,415,0,2,1,1.0,1.0,293,81.07,801.0
NJ,108,415,41,0,0,1.0,1.0,298,51.910000000000004,501.90000000000003
AZ,100,510,0,0,0,1.0,1.0,314,43.11,468.70000000000005
RI,121,510,20,0,0,1.0,1.0,339,67.57000000000001,674.9
SD,116,415,0,1,0,1.0,1.0,289,39.620000000000005,479.6
NH,161,415,0,1,0,1.0,1.0,247,57.12,540.1
AL,19,415,0,0,0,1.0,1.0,318,67.42999999999999,631.5
WV,104,415,0,1,0,1.0,1.0,318,67.21,670.9000000000001
ID,119,415,32,0,0,1.0,1.0,289,60.9,625.7
MD,125,415,0,0,0,1.0,1.0,296,61.55999999999999,575.6
IN,156,510,0,1,0,1.0,1.0,368,66.27999999999999,612.6
WY,109,415,0,2,0,1.0,1.0,335,52.629999999999995,546.1
NH,95,510,0,2,0,1.0,1.0,307,49.940000000000005,516.4000000000001
MN,90,408,0,1,0,1.0,1.0,319,48.52,547.4
MA,105,415,21,2,0,1.0,1.0,251,56.14,620.4000000000001
NH,101,510,0,1,0,1.0,1.0,327,68.87,697.9
MN,95,415,0,1,0,1.0,1.0,334,58.75999999999999,619.0
IA,123,415,0,0,0,1.0,1.0,303,59.31,577.9
NY,160,408,0,1,0,1.0,1.0,313,66.28000000000002,658.3000000000001
AL,141,510,28,1,0,1.0,1.0,357,82.3,716.0999999999999
WV,87,415,0,0,0,1.0,1.0,380,27.08,322.9
NM,81,415,0,2,0,1.0,1.0,264,63.519999999999996,661.3999999999999
CA,75,415,19,4,0,1.0,1.0,282,69.55,680.9
MA,126,408,24,0,0,1.0,1.0,294,46.4,535.4
ME,28,415,0,3,0,1.0,1.0,307,69.69,693.8
FL,153,415,0,0,0,1.0,1.0,349,65.08999999999999,605.2
NH,97,408,32,2,1,1.0,1.0,313,49.44,560.1
IN,115,408,0,2,0,1.0,1.0,310,45.87,461.7
WI,95,408,0,1,0,1.0,1.0,259,67.12,639.5
MA,17,415,0,0,1,1.0,1.0,306,65.84,738.6999999999999
NH,105,415,20,1,0,1.0,1.0,311,71.02000000000001,786.8000000000001
TX,121,415,0,2,0,1.0,1.0,301,45.839999999999996,503.0
NC,125,408,0,2,0,1.0,1.0,291,65.86,625.8
CT,124,415,0,2,0,1.0,1.0,300,45.28,433.6
NJ,35,408,0,2,0,1.0,1.0,248,50.239999999999995,525.6999999999999
WY,134,510,0,0,1,1.0,1.0,318,83.99,781.5
LA,123,510,32,3,0,1.0,1.0,242,68.64,679.1
NV,124,415,0,3,0,1.0,1.0,295,70.75,709.6
WV,133,510,0,2,0,1.0,1.0,280,56.62,567.6
